id_cliente,genero,idoso,tem_parceiro,tem_dependentes,meses_na_empresa,servico_telefone,multiplas_linhas,servico_internet,servico_seguranca,servico_backup,servico_protecao_equipamento,servico_suporte_tecnico,streaming_tv,streaming_filmes,contrato,fatura_digital,forma_pagamento,valor_mensal,total_gasto,churn
9236-NDUCW,Feminino,Não,Não,Não,21,Não,Não,DSL,Sim,Não,Não,Sim,Não,Não,Bianual,Não,Cheque,35.1,770.4,Não
4753-PADAS,Feminino,Não,Sim,Não,67,Sim,Sim,Fibra optica,Não,Sim,Sim,Não,Sim,Sim,Anual,Sim,Transferencia,105.7,6816.95,Não
6103-QCKFX,Feminino,Não,Sim,Sim,44,Sim,Não,DSL,Sim,Não,Não,Sim,Não,Não,Mensal,Não,Transferencia,56.25,2419.55,Não
7781-EWARA,Masculino,Não,Sim,Sim,70,Não,Não,DSL,Não,Sim,Sim,Sim,Sim,Sim,Anual,Não,Boleto,60.35,4138.7,Não
6110-OHIHY,Masculino,Não,Não,Não,3,Sim,Não,Fibra optica,Não,Não,Não,Não,Sim,Não,Mensal,Não,Boleto,79.25,267.6,Sim
7018-FPXHH,Masculino,Não,Sim,Sim,56,Sim,Não,DSL,Sim,Sim,Sim,Não,Não,Não,Bianual,Sim,Transferencia,59.8,3457.45,Não
5889-LFOLL,Feminino,Não,Não,Não,13,Sim,Sim,Fibra optica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Boleto,84.6,1115.2,Sim
5708-EVONK,Feminino,Não,Sim,Sim,58,Sim,Sim,Fibra optica,Sim,Sim,Não,Não,Não,Sim,Mensal,Sim,Transferencia,93.4,5435.6,Sim
8708-XPXHZ,Feminino,Não,Sim,Sim,42,Sim,Sim,Fibra optica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Boleto,94.2,4186.3,Sim
0616-ATFGB,Masculino,Sim,Sim,Não,1,Não,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Boleto,25.05,25.05,Sim
0572-ZJKLT,Feminino,Não,Sim,Sim,46,Sim,Sim,Fibra optica,Sim,Não,Sim,Sim,Não,Sim,Bianual,Não,Cheque,99.65,4630.2,Não
5135-RDDQL,Feminino,Não,Sim,Sim,63,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Bianual,Sim,Transferencia,50.65,3221.25,Não
1353-LJWEM,Masculino,Não,Não,Não,11,Sim,Não,DSL,Não,Sim,Sim,Sim,Não,Não,Mensal,Sim,Boleto,60.9,688.5,Não
1794-SWWKL,Masculino,Não,Sim,Sim,15,Sim,Sim,DSL,Não,Não,Sim,Sim,Não,Não,Mensal,Sim,Transferencia,59.65,867.1,Não
6166-YIPFO,Masculino,Não,Sim,Não,72,Não,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,Sim,Boleto,64.7,4746.05,Não
7016-BPGEU,Feminino,Não,Não,Não,29,Não,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cartao de credito,25.1,712.85,Sim
6876-ADESB,Masculino,Não,Não,Sim,1,Sim,Não,DSL,Não,Não,Sim,Não,Não,Não,Mensal,Não,Boleto,48.95,48.95,Sim
9332-GYWLO,Feminino,Não,Sim,Sim,6,Sim,Não,DSL,Não,Não,Não,Não,Sim,Não,Mensal,Não,Boleto,54.85,355.1,Não
1963-SVUCV,Masculino,Não,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Boleto,45.3,45.3,Sim
4184-VODJZ,Masculino,Não,Sim,Sim,63,Sim,Sim,Fibra optica,Não,Sim,Não,Não,Não,Sim,Anual,Sim,Boleto,91.35,5764.7,Não
0220-EBGCE,Masculino,Não,Não,Não,2,Sim,Não,Fibra optica,Não,Não,Sim,Não,Não,Sim,Mensal,Sim,Boleto,85.85,167.3,Sim
1092-WPIVQ,Feminino,Não,Sim,Sim,18,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Bianual,Não,Cheque,25.1,428.45,Não
7233-IOQNP,Feminino,Não,Sim,Não,43,Não,Não,DSL,Sim,Não,Não,Sim,Não,Não,Mensal,Não,Transferencia,34.0,1505.35,Não
2834-JKOOW,Feminino,Não,Não,Não,15,Não,Não,DSL,Sim,Sim,Sim,Sim,Não,Não,Anual,Não,Cheque,45.9,693.45,Não
2754-VDLTR,Masculino,Não,Não,Sim,10,Sim,Sim,Fibra optica,Não,Não,Não,Não,Sim,Sim,Mensal,Não,Boleto,95.2,930.4,Sim
2400-FEQME,Masculino,Não,Sim,Sim,55,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Bianual,Não,Cheque,20.5,1177.95,Não
3190-XFANI,Masculino,Não,Não,Sim,49,Sim,Sim,Fibra optica,Não,Não,Não,Sim,Sim,Sim,Anual,Sim,Transferencia,100.6,5069.65,Sim
7551-DACSP,Masculino,Não,Sim,Sim,6,Sim,Não,DSL,Não,Sim,Sim,Não,Não,Não,Mensal,Sim,Cheque,55.3,324.25,Sim
4957-SREEC,Masculino,Não,Sim,Sim,70,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Bianual,Não,Cartao de credito,20.35,1458.1,Não
7235-NXZCP,Masculino,Sim,Não,Não,2,Sim,Sim,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque,74.85,156.4,Sim
0230-UBYPQ,Masculino,Sim,Sim,Não,63,Não,Não,DSL,Sim,Não,Não,Sim,Não,Não,Anual,Não,Transferencia,36.1,2298.9,Não
4923-ADWXJ,Feminino,Não,Não,Não,25,Sim,Não,DSL,Não,Sim,Não,Sim,Não,Sim,Mensal,Sim,Transferencia,65.8,1679.65,Não
1763-KUAAW,Feminino,Sim,Não,Não,18,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Anual,Não,Transferencia,20.35,369.6,Não
1104-TNLZA,Masculino,Sim,Sim,Não,28,Sim,Sim,Fibra optica,Não,Sim,Não,Sim,Sim,Sim,Mensal,Sim,Boleto,105.8,2998.0,Não
5195-KPUNQ,Feminino,Sim,Não,Não,53,Sim,Não,Fibra optica,Sim,Sim,Não,Sim,Não,Sim,Anual,Sim,Cheque,96.75,5206.55,Não
0520-FDVVT,Masculino,Não,Não,Não,35,Sim,Não,Fibra optica,Não,Sim,Sim,Não,Sim,Sim,Anual,Sim,Transferencia,102.35,3626.1,Sim
3439-GVUSX,Masculino,Não,Não,Não,1,Não,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque,24.4,24.4,Não
1444-VVSGW,Masculino,Não,Sim,Não,70,Sim,Sim,Fibra optica,Sim,Sim,Sim,Sim,Sim,Sim,Anual,Não,Cartao de credito,115.65,7968.85,Sim
5712-PTIWW,Masculino,Não,Não,Não,2,Sim,Não,Fibra optica,Não,Não,Sim,Sim,Não,Não,Mensal,Sim,Boleto,79.85,152.45,Sim
5949-HGVJL,Feminino,Não,Sim,Não,26,Sim,Não,DSL,Não,Sim,Não,Sim,Sim,Sim,Mensal,Sim,Boleto,73.05,1959.5,Não
5203-XEHAX,Feminino,Não,Não,Não,34,Sim,Não,DSL,Sim,Sim,Não,Não,Não,Sim,Anual,Não,Boleto,64.35,2053.05,Não
1635-HDGFT,Feminino,Não,Não,Sim,19,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Bianual,Não,Cheque,20.5,398.55,Não
3315-TOTBP,Masculino,Não,Não,Não,15,Sim,Sim,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque,76.0,1130.85,Sim
8050-XGRVL,Feminino,Não,Sim,Sim,62,Sim,Não,DSL,Sim,Não,Sim,Não,Não,Não,Anual,Não,Cartao de credito,54.75,3425.35,Não
6661-HBGWL,Feminino,Sim,Não,Não,42,Sim,Sim,Fibra optica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Transferencia,104.75,4323.45,Sim
1518-VOWAV,Feminino,Não,Não,Não,9,Sim,Não,DSL,Sim,Sim,Não,Não,Sim,Sim,Mensal,Sim,Boleto,74.65,703.55,Sim
9828-QHFBK,Masculino,Não,Não,Não,24,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Boleto,51.15,1275.7,Não
3908-MKIMJ,Masculino,Sim,Sim,Não,68,Não,Não,DSL,Sim,Sim,Sim,Não,Não,Não,Bianual,Sim,Boleto,41.95,2965.75,Não
5012-YSPJJ,Masculino,Não,Sim,Sim,31,Sim,Não,DSL,Não,Não,Sim,Sim,Não,Não,Mensal,Não,Cheque,54.35,1647.0,Não
5909-ECHUI,Feminino,Não,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Boleto,56.25,56.25,Sim
1309-BXVOQ,Masculino,Não,Sim,Não,21,Sim,Sim,Fibra optica,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Boleto,106.1,2249.95,Sim
6728-VOIFY,Feminino,Não,Sim,Não,63,Sim,Não,Fibra optica,Não,Sim,Não,Não,Sim,Sim,Anual,Sim,Boleto,96.0,6109.75,Não
9317-WZPGV,Feminino,Sim,Não,Não,2,Sim,Não,Fibra optica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Transferencia,79.75,159.4,Sim
4891-NLUBA,Feminino,Não,Sim,Sim,61,Não,Não,DSL,Não,Sim,Sim,Sim,Sim,Sim,Bianual,Sim,Transferencia,61.45,3751.15,Não
2856-HYAPG,Feminino,Não,Não,Não,1,Sim,Não,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Não,Boleto,68.65,68.65,Sim
8969-PRHFK,Masculino,Não,Não,Não,18,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Anual,Não,Cheque,19.65,411.25,Não
0661-KQHNK,Feminino,Não,Sim,Sim,6,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Anual,Não,Cartao de credito,19.0,105.5,Não
8709-KRDVL,Feminino,Não,Não,Não,33,Sim,Sim,Fibra optica,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,Boleto,100.0,3320.6,Não
4488-PSYCG,Masculino,Não,Não,Não,16,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Mensal,Não,Transferencia,20.25,327.45,Sim
1427-VERSM,Feminino,Não,Sim,Não,56,Sim,Não,Fibra optica,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Boleto,98.7,5669.5,Não
9801-NOSHQ,Masculino,Não,Não,Sim,23,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Anual,Não,Cheque,19.8,465.45,Não
6339-YPSAH,Masculino,Não,Não,Não,9,Sim,Não,Fibra optica,Não,Não,Sim,Não,Não,Não,Mensal,Sim,Boleto,73.8,704.3,Não
3621-CEOVK,Feminino,Sim,Sim,Não,14,Sim,Sim,Fibra optica,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,Boleto,100.2,1369.8,Sim
6906-ANDWJ,Masculino,Não,Sim,Sim,15,Sim,Sim,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Transferencia,74.9,1107.25,Sim
2159-TURXX,Masculino,Não,Não,Não,5,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Mensal,Não,Cartao de credito,20.05,95.55,Não
1548-FEHVL,Masculino,Não,Sim,Não,61,Sim,Sim,Fibra optica,Sim,Sim,Não,Não,Sim,Sim,Mensal,Sim,Boleto,106.2,6375.2,Não
3795-CAWEX,Masculino,Não,Sim,Sim,70,Sim,Sim,Fibra optica,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,Sim,Cartao de credito,116.55,8152.3,Não
6215-NQCPY,Masculino,Não,Não,Não,15,Sim,Sim,Fibra optica,Sim,Não,Não,Não,Sim,Sim,Mensal,Sim,Boleto,99.7,1566.75,Não
5647-URDKA,Masculino,Não,Sim,Sim,8,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Bianual,Não,Cheque,19.7,130.25,Não
2229-DPMBI,Feminino,Não,Sim,Sim,8,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Bianual,Não,Cheque,19.5,162.15,Não
9626-WEQRM,Feminino,Não,Não,Não,4,Não,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Cheque,29.15,110.05,Não
2188-SXWVT,Feminino,Não,Não,Não,34,Sim,Não,DSL,Sim,Sim,Não,Não,Não,Não,Anual,Não,Cheque,55.0,1885.15,Não
6258-PVZWJ,Masculino,Não,Sim,Não,68,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,Sim,Cartao de credito,90.8,6302.85,Não
1094-BKOSX,Feminino,Não,Sim,Sim,45,Não,Não,DSL,Não,Sim,Sim,Sim,Não,Sim,Anual,Não,Transferencia,51.0,2264.5,Não
6969-MVBAI,Feminino,Sim,Não,Não,9,Sim,Sim,Fibra optica,Não,Não,Sim,Não,Sim,Não,Mensal,Sim,Boleto,90.1,816.8,Não
2978-XXSOG,Feminino,Não,Não,Não,22,Sim,Sim,DSL,Sim,Não,Não,Sim,Não,Não,Mensal,Sim,Cheque,59.05,1253.5,Não
2342-CKIAO,Feminino,Não,Não,Não,2,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque,20.3,41.2,Não
6953-PBDIN,Masculino,Não,Sim,Não,70,Sim,Sim,DSL,Não,Sim,Sim,Sim,Sim,Não,Bianual,Não,Transferencia,72.95,5265.55,Não
3898-BSJYF,Feminino,Não,Não,Sim,10,Sim,Sim,DSL,Sim,Não,Sim,Sim,Não,Sim,Anual,Não,Cartao de credito,73.55,693.3,Não
3938-YFPXD,Masculino,Não,Não,Não,72,Sim,Sim,DSL,Sim,Não,Sim,Sim,Sim,Sim,Bianual,Não,Cartao de credito,84.3,5997.1,Não
7696-AMHOD,Feminino,Não,Sim,Sim,49,Sim,Não,DSL,Não,Sim,Sim,Não,Sim,Sim,Anual,Não,Cartao de credito,78.0,3824.2,Não
2453-SAFNS,Feminino,Sim,Não,Não,54,Sim,Sim,DSL,Não,Sim,Não,Sim,Sim,Não,Anual,Não,Cheque,72.1,3886.05,Não
9558-IHEZX,Feminino,Não,Não,Não,71,Sim,Sim,Fibra optica,Sim,Sim,Sim,Não,Sim,Sim,Bianual,Sim,Cartao de credito,106.75,7283.25,Não
9617-UDPEU,Feminino,Não,Não,Não,22,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Anual,Sim,Cheque,19.25,412.55,Não
6340-DACFT,Feminino,Não,Sim,Sim,50,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Bianual,Não,Cartao de credito,20.55,1070.25,Não
4955-VCWBI,Feminino,Não,Sim,Sim,43,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Anual,Não,Cheque,20.0,817.95,Não
6813-GZQCG,Feminino,Não,Sim,Sim,45,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Bianual,Sim,Cartao de credito,24.65,1171.3,Não
7426-GSWPO,Masculino,Sim,Não,Não,64,Sim,Sim,Fibra optica,Sim,Sim,Não,Não,Sim,Sim,Mensal,Sim,Transferencia,103.5,6548.65,Não
3389-KTRXV,Feminino,Não,Sim,Sim,23,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Bianual,Não,Cheque,23.85,625.65,Não
3118-UHVVQ,Feminino,Não,Sim,Não,68,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Bianual,Não,Cartao de credito,25.8,1911.5,Não
1031-IIDEO,Feminino,Não,Não,Não,1,Sim,Não,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto,70.85,70.85,Sim
5832-XKAES,Masculino,Não,Não,Não,2,Sim,Não,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cartao de credito,69.8,134.7,Sim
3205-MXZRA,Masculino,Não,Não,Não,26,Sim,Não,DSL,Não,Não,Não,Sim,Sim,Não,Anual,Não,Cartao de credito,59.45,1507.0,Não
4701-AHWMW,Masculino,Não,Sim,Não,55,Não,Não,DSL,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Transferencia,54.55,2978.3,Sim
8317-BVKSO,Masculino,Não,Não,Não,14,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto,20.05,299.3,Não
5702-KVQRD,Masculino,Não,Sim,Não,71,Sim,Não,DSL,Sim,Não,Sim,Sim,Sim,Sim,Bianual,Sim,Boleto,82.55,5832.65,Não
0083-PIVIK,Masculino,Não,Não,Não,64,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Não,Anual,Não,Boleto,81.25,5567.55,Não
9210-IAHGH,Feminino,Não,Não,Não,7,Sim,Não,DSL,Não,Não,Não,Sim,Sim,Sim,Mensal,Sim,Cartao de credito,70.75,450.8,Sim
6169-PGNCD,Feminino,Não,Não,Não,57,Sim,Não,DSL,Sim,Sim,Sim,Sim,Sim,Não,Bianual,Sim,Cartao de credito,74.3,4166.35,Não
0023-XUOPT,Feminino,Não,Sim,Não,13,Sim,Sim,Fibra optica,Não,Sim,Sim,Não,Sim,Não,Mensal,Não,Boleto,94.1,1215.6,Sim
4592-IWTJI,Feminino,Não,Sim,Sim,3,Não,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Não,Cartao de credito,29.7,91.7,Sim
4909-JOUPP,Masculino,Sim,Sim,Não,72,Sim,Sim,Fibra optica,Não,Sim,Sim,Sim,Sim,Sim,Bianual,Não,Cartao de credito,109.7,7898.45,Não
4657-FWVFY,Feminino,Não,Sim,Sim,40,Sim,Sim,Fibra optica,Não,Sim,Sim,Não,Sim,Não,Mensal,Sim,Cartao de credito,96.35,3915.4,Não
2257-BOVXD,Masculino,Não,Sim,Não,14,Sim,Sim,DSL,Não,Não,Não,Sim,Sim,Não,Mensal,Sim,Cartao de credito,66.6,979.5,Não
7729-JTEEC,Masculino,Não,Sim,Sim,2,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto,44.5,90.05,Não
7632-MNYOY,Masculino,Sim,Não,Não,66,Sim,Sim,Fibra optica,Não,Sim,Sim,Sim,Sim,Sim,Anual,Não,Cartao de credito,110.9,7432.05,Sim
6518-LGAOV,Feminino,Não,Sim,Não,38,Sim,Sim,Fibra optica,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Boleto,105.0,4026.4,Sim
7242-QZLXF,Masculino,Não,Não,Sim,1,Não,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto,25.3,25.3,Sim
4576-CSAJH,Masculino,Não,Não,Não,22,Sim,Não,DSL,Não,Sim,Não,Sim,Não,Não,Anual,Sim,Cartao de credito,55.15,1193.05,Sim
1000-AJSLD,Masculino,Não,Não,Não,1,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque,20.1,20.1,Sim
9696-RMYBA,Masculino,Não,Não,Não,5,Sim,Não,Fibra optica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque,80.1,398.55,Não
8690-UPCZI,Masculino,Não,Sim,Sim,29,Sim,Sim,DSL,Sim,Não,Não,Sim,Sim,Não,Anual,Não,Transferencia,69.05,1958.45,Não
1062-LHZOD,Masculino,Não,Sim,Sim,1,Sim,Não,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque,69.9,69.9,Sim
9770-LXDBK,Feminino,Não,Não,Não,3,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque,20.4,63.15,Não
4086-WITJG,Masculino,Não,Sim,Sim,71,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Bianual,Não,Cartao de credito,19.7,1301.1,Não
8344-WFMFH,Masculino,Não,Não,Sim,9,Sim,Não,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Boleto,50.1,484.05,Não
9600-NAXZN,Masculino,Não,Não,Não,43,Sim,Sim,Fibra optica,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,Boleto,101.4,4528.0,Sim
8822-KNBHV,Feminino,Não,Não,Não,48,Sim,Sim,DSL,Sim,Sim,Sim,Não,Sim,Sim,Anual,Sim,Cartao de credito,83.45,3887.85,Não
8404-FYDIB,Masculino,Não,Não,Não,26,Sim,Sim,Fibra optica,Sim,Sim,Não,Não,Não,Não,Mensal,Sim,Cartao de credito,86.65,2208.75,Não
2791-SFVEW,Feminino,Não,Não,Não,9,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Mensal,Não,Transferencia,20.15,238.15,Não
6457-USBER,Masculino,Não,Não,Não,1,Sim,Não,Fibra optica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Boleto,80.8,80.8,Sim
6762-NSODU,Feminino,Não,Sim,Sim,46,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Bianual,Não,Cartao de credito,19.4,958.15,Não
4662-EKDPQ,Masculino,Não,Não,Não,2,Sim,Sim,DSL,Não,Não,Não,Não,Não,Sim,Mensal,Não,Transferencia,62.05,118.3,Sim
9248-OJYKK,Masculino,Sim,Não,Não,1,Sim,Sim,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto,76.45,76.45,Sim
9888-ZCUMM,Masculino,Não,Sim,Sim,64,Não,Não,DSL,Sim,Não,Sim,Sim,Sim,Sim,Bianual,Sim,Transferencia,60.05,3845.45,Não
3398-FSHON,Feminino,Sim,Não,Não,12,Sim,Sim,Fibra optica,Não,Sim,Não,Não,Sim,Não,Mensal,Sim,Boleto,91.3,1094.5,Sim
3319-DWOEP,Masculino,Sim,Sim,Não,6,Sim,Não,Fibra optica,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Boleto,95.75,573.75,Sim
1074-WVEVG,Feminino,Não,Sim,Não,59,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Anual,Não,Cheque,20.35,1267.0,Não
9979-RGMZT,Feminino,Não,Não,Não,7,Sim,Não,Fibra optica,Não,Sim,Não,Não,Sim,Sim,Anual,Sim,Cheque,94.05,633.45,Não
6437-UDQJM,Feminino,Sim,Sim,Não,72,Sim,Sim,DSL,Sim,Sim,Sim,Não,Sim,Sim,Bianual,Sim,Cartao de credito,84.1,6129.65,Não
1226-IENZN,Masculino,Sim,Não,Não,16,Sim,Não,Fibra optica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Boleto,78.75,1218.25,Não
2108-GLPQB,Masculino,Não,Sim,Não,25,Sim,Sim,DSL,Não,Não,Sim,Não,Não,Não,Mensal,Não,Cartao de credito,55.55,1405.3,Não
9259-PACGQ,Feminino,Não,Sim,Não,34,Sim,Sim,DSL,Sim,Sim,Não,Sim,Não,Não,Mensal,Não,Boleto,62.65,2274.9,Sim
4415-IJZTP,Feminino,Não,Não,Não,1,Sim,Sim,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto,74.5,74.5,Sim
1465-VINDH,Feminino,Não,Sim,Sim,10,Sim,Sim,Fibra optica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Cartao de credito,102.1,1068.85,Sim
5474-LAMUQ,Masculino,Não,Sim,Não,24,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Anual,Não,Cheque,20.1,533.9,Não
3468-DRVQJ,Feminino,Não,Sim,Sim,10,Sim,Sim,DSL,Sim,Sim,Não,Não,Sim,Não,Anual,Não,Boleto,70.3,676.15,Não
1122-YJBCS,Masculino,Não,Sim,Não,69,Sim,Não,DSL,Sim,Sim,Não,Não,Não,Não,Anual,Sim,Cartao de credito,53.65,3804.4,Não
4990-ALDGW,Masculino,Não,Não,Não,57,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Bianual,Não,Cheque,20.75,1118.8,Não
4816-OKWNX,Masculino,Não,Sim,Sim,50,Sim,Não,Fibra optica,Não,Sim,Sim,Sim,Sim,Sim,Anual,Sim,Transferencia,103.4,5236.4,Não
3315-IKYZQ,Masculino,Não,Sim,Sim,28,Não,Não,DSL,Sim,Não,Sim,Sim,Sim,Não,Anual,Não,Cheque,50.8,1386.8,Não
2810-FTLEM,Feminino,Não,Não,Não,16,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Boleto,50.15,762.25,Sim
4747-LCAQL,Masculino,Não,Não,Não,25,Sim,Não,DSL,Sim,Sim,Não,Sim,Sim,Sim,Mensal,Sim,Cheque,79.0,1902.0,Não
3411-WLRSQ,Feminino,Sim,Sim,Não,3,Sim,Não,Fibra optica,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Transferencia,74.6,239.05,Não
0898-XCGTF,Masculino,Não,Sim,Não,61,Sim,Sim,Fibra optica,Não,Não,Não,Não,Sim,Sim,Anual,Sim,Transferencia,96.5,5673.7,Não
8006-PYCSW,Feminino,Não,Não,Não,2,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque,20.1,39.8,Não
8249-THVEC,Masculino,Não,Sim,Sim,51,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Anual,Não,Cheque,19.4,997.75,Não
8722-PRFDV,Feminino,Não,Sim,Sim,71,Sim,Não,DSL,Sim,Não,Sim,Não,Sim,Sim,Bianual,Não,Cartao de credito,77.55,5574.35,Não
2164-SOQXL,Feminino,Não,Sim,Sim,20,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque,20.05,406.05,Não
4020-KIUDI,Masculino,Não,Sim,Sim,6,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Mensal,Não,Cartao de credito,19.85,138.85,Não
5850-BDWCY,Feminino,Não,Não,Não,6,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque,20.2,123.65,Não
2038-YSEZE,Feminino,Não,Não,Não,29,Sim,Sim,DSL,Sim,Sim,Não,Sim,Não,Não,Mensal,Não,Cheque,67.45,1801.1,Não
0827-ITJPH,Masculino,Não,Não,Não,36,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Bianual,Sim,Cartao de credito,18.55,689.0,Não
8799-OXZMD,Feminino,Não,Não,Não,28,Não,Não,DSL,Não,Não,Sim,Não,Não,Não,Mensal,Sim,Cheque,29.75,790.7,Não
1925-TIBLE,Feminino,Não,Sim,Não,7,Sim,Sim,Fibra optica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Boleto,86.5,582.5,Sim
1705-GUHPV,Feminino,Não,Não,Não,63,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Bianual,Não,Cheque,24.2,1618.2,Não
4779-ZGICK,Masculino,Não,Sim,Sim,48,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Bianual,Não,Cheque,23.55,1173.35,Não
0048-PIHNL,Feminino,Não,Sim,Não,49,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Anual,Não,Transferencia,20.45,900.9,Não
0818-OCPZO,Masculino,Sim,Não,Não,27,Sim,Sim,Fibra optica,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Boleto,81.45,2122.05,Sim
3967-KXAPS,Masculino,Não,Sim,Não,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,Não,Cartao de credito,92.3,6719.9,Não
1447-GIQMR,Masculino,Não,Sim,Não,1,Sim,Não,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto,69.15,69.15,Sim
3704-IEAXF,Feminino,Não,Sim,Sim,72,Não,Não,DSL,Não,Sim,Não,Sim,Sim,Sim,Bianual,Não,Cartao de credito,53.65,3784.0,Não
6810-VCAEX,Feminino,Não,Não,Não,47,Não,Não,DSL,Sim,Sim,Não,Sim,Não,Não,Anual,Não,Cartao de credito,39.65,1798.65,Não
0674-EYYZV,Feminino,Não,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Boleto,54.65,54.65,Não
